route_id,route_short_name,route_long_name,route_sort_order,full_desc,array_entry,,
100,,MAX Blue Line,100,MAX Blue Line,<item>MAX Blue Line</item>,"routeLookup.put(""MAX Blue Line"", ""100"");","routeLookup.put(""100"", ""MAX Blue Line"");"
200,,MAX Green Line,110,MAX Green Line,<item>MAX Green Line</item>,"routeLookup.put(""MAX Green Line"", ""200"");","routeLookup.put(""200"", ""MAX Green Line"");"
90,,MAX Red Line,120,MAX Red Line,<item>MAX Red Line</item>,"routeLookup.put(""MAX Red Line"", ""90"");","routeLookup.put(""90"", ""MAX Red Line"");"
190,,MAX Yellow Line,130,MAX Yellow Line,<item>MAX Yellow Line</item>,"routeLookup.put(""MAX Yellow Line"", ""190"");","routeLookup.put(""190"", ""MAX Yellow Line"");"
203,,WES Commuter Rail,150,WES Commuter Rail,<item>WES Commuter Rail</item>,"routeLookup.put(""WES Commuter Rail"", ""203"");","routeLookup.put(""203"", ""WES Commuter Rail"");"
193,NS Line,Portland Streetcar ,200,NS Line - Portland Streetcar ,<item>NS Line - Portland Streetcar </item>,"routeLookup.put(""NS Line - Portland Streetcar "", ""193"");","routeLookup.put(""193"", ""NS Line - Portland Streetcar "");"
194,CL Line,Portland Streetcar ,250,CL Line - Portland Streetcar ,<item>CL Line - Portland Streetcar </item>,"routeLookup.put(""CL Line - Portland Streetcar "", ""194"");","routeLookup.put(""194"", ""CL Line - Portland Streetcar "");"
208,,Portland Aerial Tram,300,Portland Aerial Tram,<item>Portland Aerial Tram</item>,"routeLookup.put(""Portland Aerial Tram"", ""208"");","routeLookup.put(""208"", ""Portland Aerial Tram"");"
1,1,Vermont,400,1-Vermont,<item>1-Vermont</item>,"routeLookup.put(""1-Vermont"", ""1"");","routeLookup.put(""1"", ""1-Vermont"");"
4,4,Division/Fessenden,600,4-Division/Fessenden,<item>4-Division/Fessenden</item>,"routeLookup.put(""4-Division/Fessenden"", ""4"");","routeLookup.put(""4"", ""4-Division/Fessenden"");"
6,6,Martin Luther King Jr Blvd,800,6-Martin Luther King Jr Blvd,<item>6-Martin Luther King Jr Blvd</item>,"routeLookup.put(""6-Martin Luther King Jr Blvd"", ""6"");","routeLookup.put(""6"", ""6-Martin Luther King Jr Blvd"");"
8,8,Jackson Park/NE 15th,1000,8-Jackson Park/NE 15th,<item>8-Jackson Park/NE 15th</item>,"routeLookup.put(""8-Jackson Park/NE 15th"", ""8"");","routeLookup.put(""8"", ""8-Jackson Park/NE 15th"");"
9,9,Powell Blvd,1100,9-Powell Blvd,<item>9-Powell Blvd</item>,"routeLookup.put(""9-Powell Blvd"", ""9"");","routeLookup.put(""9"", ""9-Powell Blvd"");"
10,10,Harold St,1300,10-Harold St,<item>10-Harold St</item>,"routeLookup.put(""10-Harold St"", ""10"");","routeLookup.put(""10"", ""10-Harold St"");"
11,11,Rivergate/Marine Dr,1400,11-Rivergate/Marine Dr,<item>11-Rivergate/Marine Dr</item>,"routeLookup.put(""11-Rivergate/Marine Dr"", ""11"");","routeLookup.put(""11"", ""11-Rivergate/Marine Dr"");"
12,12,Barbur/Sandy Blvd,1500,12-Barbur/Sandy Blvd,<item>12-Barbur/Sandy Blvd</item>,"routeLookup.put(""12-Barbur/Sandy Blvd"", ""12"");","routeLookup.put(""12"", ""12-Barbur/Sandy Blvd"");"
14,14,Hawthorne,1700,14-Hawthorne,<item>14-Hawthorne</item>,"routeLookup.put(""14-Hawthorne"", ""14"");","routeLookup.put(""14"", ""14-Hawthorne"");"
15,15,Belmont/NW 23rd,1800,15-Belmont/NW 23rd,<item>15-Belmont/NW 23rd</item>,"routeLookup.put(""15-Belmont/NW 23rd"", ""15"");","routeLookup.put(""15"", ""15-Belmont/NW 23rd"");"
16,16,Front Ave/St Helens Rd,1900,16-Front Ave/St Helens Rd,<item>16-Front Ave/St Helens Rd</item>,"routeLookup.put(""16-Front Ave/St Helens Rd"", ""16"");","routeLookup.put(""16"", ""16-Front Ave/St Helens Rd"");"
17,17,Holgate/Broadway,2000,17-Holgate/Broadway,<item>17-Holgate/Broadway</item>,"routeLookup.put(""17-Holgate/Broadway"", ""17"");","routeLookup.put(""17"", ""17-Holgate/Broadway"");"
18,18,Hillside,2300,18-Hillside,<item>18-Hillside</item>,"routeLookup.put(""18-Hillside"", ""18"");","routeLookup.put(""18"", ""18-Hillside"");"
19,19,Woodstock/Glisan,2400,19-Woodstock/Glisan,<item>19-Woodstock/Glisan</item>,"routeLookup.put(""19-Woodstock/Glisan"", ""19"");","routeLookup.put(""19"", ""19-Woodstock/Glisan"");"
20,20,Burnside/Stark,2600,20-Burnside/Stark,<item>20-Burnside/Stark</item>,"routeLookup.put(""20-Burnside/Stark"", ""20"");","routeLookup.put(""20"", ""20-Burnside/Stark"");"
21,21,Sandy Blvd/223rd,2650,21-Sandy Blvd/223rd,<item>21-Sandy Blvd/223rd</item>,"routeLookup.put(""21-Sandy Blvd/223rd"", ""21"");","routeLookup.put(""21"", ""21-Sandy Blvd/223rd"");"
22,22,Parkrose,2700,22-Parkrose,<item>22-Parkrose</item>,"routeLookup.put(""22-Parkrose"", ""22"");","routeLookup.put(""22"", ""22-Parkrose"");"
23,23,San Rafael,2800,23-San Rafael,<item>23-San Rafael</item>,"routeLookup.put(""23-San Rafael"", ""23"");","routeLookup.put(""23"", ""23-San Rafael"");"
24,24,Fremont,2850,24-Fremont,<item>24-Fremont</item>,"routeLookup.put(""24-Fremont"", ""24"");","routeLookup.put(""24"", ""24-Fremont"");"
25,25,Glisan/Rockwood,2900,25-Glisan/Rockwood,<item>25-Glisan/Rockwood</item>,"routeLookup.put(""25-Glisan/Rockwood"", ""25"");","routeLookup.put(""25"", ""25-Glisan/Rockwood"");"
28,28,Linwood,3100,28-Linwood,<item>28-Linwood</item>,"routeLookup.put(""28-Linwood"", ""28"");","routeLookup.put(""28"", ""28-Linwood"");"
29,29,Lake/Webster Rd,3200,29-Lake/Webster Rd,<item>29-Lake/Webster Rd</item>,"routeLookup.put(""29-Lake/Webster Rd"", ""29"");","routeLookup.put(""29"", ""29-Lake/Webster Rd"");"
30,30,Estacada,3250,30-Estacada,<item>30-Estacada</item>,"routeLookup.put(""30-Estacada"", ""30"");","routeLookup.put(""30"", ""30-Estacada"");"
31,31,King Rd,3300,31-King Rd,<item>31-King Rd</item>,"routeLookup.put(""31-King Rd"", ""31"");","routeLookup.put(""31"", ""31-King Rd"");"
32,32,Oatfield,3400,32-Oatfield,<item>32-Oatfield</item>,"routeLookup.put(""32-Oatfield"", ""32"");","routeLookup.put(""32"", ""32-Oatfield"");"
33,33,McLoughlin,3500,33-McLoughlin,<item>33-McLoughlin</item>,"routeLookup.put(""33-McLoughlin"", ""33"");","routeLookup.put(""33"", ""33-McLoughlin"");"
34,34,River Rd,3700,34-River Rd,<item>34-River Rd</item>,"routeLookup.put(""34-River Rd"", ""34"");","routeLookup.put(""34"", ""34-River Rd"");"
35,35,Macadam/Greeley,3750,35-Macadam/Greeley,<item>35-Macadam/Greeley</item>,"routeLookup.put(""35-Macadam/Greeley"", ""35"");","routeLookup.put(""35"", ""35-Macadam/Greeley"");"
36,36,South Shore,3900,36-South Shore,<item>36-South Shore</item>,"routeLookup.put(""36-South Shore"", ""36"");","routeLookup.put(""36"", ""36-South Shore"");"
37,37,Lake Grove,4000,37-Lake Grove,<item>37-Lake Grove</item>,"routeLookup.put(""37-Lake Grove"", ""37"");","routeLookup.put(""37"", ""37-Lake Grove"");"
38,38,Boones Ferry Rd,4100,38-Boones Ferry Rd,<item>38-Boones Ferry Rd</item>,"routeLookup.put(""38-Boones Ferry Rd"", ""38"");","routeLookup.put(""38"", ""38-Boones Ferry Rd"");"
39,39,Lewis & Clark,4200,39-Lewis & Clark,<item>39-Lewis & Clark</item>,"routeLookup.put(""39-Lewis & Clark"", ""39"");","routeLookup.put(""39"", ""39-Lewis & Clark"");"
43,43,Taylors Ferry Rd,4500,43-Taylors Ferry Rd,<item>43-Taylors Ferry Rd</item>,"routeLookup.put(""43-Taylors Ferry Rd"", ""43"");","routeLookup.put(""43"", ""43-Taylors Ferry Rd"");"
44,44,Capitol Hwy/Mocks Crest,4650,44-Capitol Hwy/Mocks Crest,<item>44-Capitol Hwy/Mocks Crest</item>,"routeLookup.put(""44-Capitol Hwy/Mocks Crest"", ""44"");","routeLookup.put(""44"", ""44-Capitol Hwy/Mocks Crest"");"
45,45,Garden Home,4700,45-Garden Home,<item>45-Garden Home</item>,"routeLookup.put(""45-Garden Home"", ""45"");","routeLookup.put(""45"", ""45-Garden Home"");"
46,46,North Hillsboro,4800,46-North Hillsboro,<item>46-North Hillsboro</item>,"routeLookup.put(""46-North Hillsboro"", ""46"");","routeLookup.put(""46"", ""46-North Hillsboro"");"
47,47,Baseline/Evergreen,4900,47-Baseline/Evergreen,<item>47-Baseline/Evergreen</item>,"routeLookup.put(""47-Baseline/Evergreen"", ""47"");","routeLookup.put(""47"", ""47-Baseline/Evergreen"");"
48,48,Cornell,5000,48-Cornell,<item>48-Cornell</item>,"routeLookup.put(""48-Cornell"", ""48"");","routeLookup.put(""48"", ""48-Cornell"");"
50,50,Cedar Mill,5200,50-Cedar Mill,<item>50-Cedar Mill</item>,"routeLookup.put(""50-Cedar Mill"", ""50"");","routeLookup.put(""50"", ""50-Cedar Mill"");"
51,51,Vista,5300,51-Vista,<item>51-Vista</item>,"routeLookup.put(""51-Vista"", ""51"");","routeLookup.put(""51"", ""51-Vista"");"
52,52,Farmington/185th,5400,52-Farmington/185th,<item>52-Farmington/185th</item>,"routeLookup.put(""52-Farmington/185th"", ""52"");","routeLookup.put(""52"", ""52-Farmington/185th"");"
53,53,Arctic/Allen,5500,53-Arctic/Allen,<item>53-Arctic/Allen</item>,"routeLookup.put(""53-Arctic/Allen"", ""53"");","routeLookup.put(""53"", ""53-Arctic/Allen"");"
54,54,Beaverton-Hillsdale Hwy,5600,54-Beaverton-Hillsdale Hwy,<item>54-Beaverton-Hillsdale Hwy</item>,"routeLookup.put(""54-Beaverton-Hillsdale Hwy"", ""54"");","routeLookup.put(""54"", ""54-Beaverton-Hillsdale Hwy"");"
55,55,Hamilton,5700,55-Hamilton,<item>55-Hamilton</item>,"routeLookup.put(""55-Hamilton"", ""55"");","routeLookup.put(""55"", ""55-Hamilton"");"
56,56,Scholls Ferry Rd,5800,56-Scholls Ferry Rd,<item>56-Scholls Ferry Rd</item>,"routeLookup.put(""56-Scholls Ferry Rd"", ""56"");","routeLookup.put(""56"", ""56-Scholls Ferry Rd"");"
57,57,TV Hwy/Forest Grove,5900,57-TV Hwy/Forest Grove,<item>57-TV Hwy/Forest Grove</item>,"routeLookup.put(""57-TV Hwy/Forest Grove"", ""57"");","routeLookup.put(""57"", ""57-TV Hwy/Forest Grove"");"
58,58,Canyon Rd,6000,58-Canyon Rd,<item>58-Canyon Rd</item>,"routeLookup.put(""58-Canyon Rd"", ""58"");","routeLookup.put(""58"", ""58-Canyon Rd"");"
59,59,Walker/Park Way,6100,59-Walker/Park Way,<item>59-Walker/Park Way</item>,"routeLookup.put(""59-Walker/Park Way"", ""59"");","routeLookup.put(""59"", ""59-Walker/Park Way"");"
61,61,Marquam Hill/Beaverton,6300,61-Marquam Hill/Beaverton,<item>61-Marquam Hill/Beaverton</item>,"routeLookup.put(""61-Marquam Hill/Beaverton"", ""61"");","routeLookup.put(""61"", ""61-Marquam Hill/Beaverton"");"
62,62,Murray Blvd,6400,62-Murray Blvd,<item>62-Murray Blvd</item>,"routeLookup.put(""62-Murray Blvd"", ""62"");","routeLookup.put(""62"", ""62-Murray Blvd"");"
63,63,Washington Park/Arlington Hts,6500,63-Washington Park/Arlington Hts,<item>63-Washington Park/Arlington Hts</item>,"routeLookup.put(""63-Washington Park/Arlington Hts"", ""63"");","routeLookup.put(""63"", ""63-Washington Park/Arlington Hts"");"
64,64,Marquam Hill/Tigard,6600,64-Marquam Hill/Tigard,<item>64-Marquam Hill/Tigard</item>,"routeLookup.put(""64-Marquam Hill/Tigard"", ""64"");","routeLookup.put(""64"", ""64-Marquam Hill/Tigard"");"
65,65,Marquam Hill/Barbur Blvd,6700,65-Marquam Hill/Barbur Blvd,<item>65-Marquam Hill/Barbur Blvd</item>,"routeLookup.put(""65-Marquam Hill/Barbur Blvd"", ""65"");","routeLookup.put(""65"", ""65-Marquam Hill/Barbur Blvd"");"
66,66,Marquam Hill/Hollywood,6800,66-Marquam Hill/Hollywood,<item>66-Marquam Hill/Hollywood</item>,"routeLookup.put(""66-Marquam Hill/Hollywood"", ""66"");","routeLookup.put(""66"", ""66-Marquam Hill/Hollywood"");"
67,67,Bethany/158th,6900,67-Bethany/158th,<item>67-Bethany/158th</item>,"routeLookup.put(""67-Bethany/158th"", ""67"");","routeLookup.put(""67"", ""67-Bethany/158th"");"
68,68,Marquam Hill/Collins Circle,7000,68-Marquam Hill/Collins Circle,<item>68-Marquam Hill/Collins Circle</item>,"routeLookup.put(""68-Marquam Hill/Collins Circle"", ""68"");","routeLookup.put(""68"", ""68-Marquam Hill/Collins Circle"");"
70,70,12th/NE 33rd Ave,7100,70-12th/NE 33rd Ave,<item>70-12th/NE 33rd Ave</item>,"routeLookup.put(""70-12th/NE 33rd Ave"", ""70"");","routeLookup.put(""70"", ""70-12th/NE 33rd Ave"");"
71,71,60th Ave/122nd Ave,7200,71-60th Ave/122nd Ave,<item>71-60th Ave/122nd Ave</item>,"routeLookup.put(""71-60th Ave/122nd Ave"", ""71"");","routeLookup.put(""71"", ""71-60th Ave/122nd Ave"");"
72,72,Killingsworth/82nd Ave,7300,72-Killingsworth/82nd Ave,<item>72-Killingsworth/82nd Ave</item>,"routeLookup.put(""72-Killingsworth/82nd Ave"", ""72"");","routeLookup.put(""72"", ""72-Killingsworth/82nd Ave"");"
75,75,Cesar Chavez/Lombard,7500,75-Cesar Chavez/Lombard,<item>75-Cesar Chavez/Lombard</item>,"routeLookup.put(""75-Cesar Chavez/Lombard"", ""75"");","routeLookup.put(""75"", ""75-Cesar Chavez/Lombard"");"
76,76,Beaverton/Tualatin,7600,76-Beaverton/Tualatin,<item>76-Beaverton/Tualatin</item>,"routeLookup.put(""76-Beaverton/Tualatin"", ""76"");","routeLookup.put(""76"", ""76-Beaverton/Tualatin"");"
77,77,Broadway/Halsey,7700,77-Broadway/Halsey,<item>77-Broadway/Halsey</item>,"routeLookup.put(""77-Broadway/Halsey"", ""77"");","routeLookup.put(""77"", ""77-Broadway/Halsey"");"
78,78,Beaverton/Lake Oswego,7800,78-Beaverton/Lake Oswego,<item>78-Beaverton/Lake Oswego</item>,"routeLookup.put(""78-Beaverton/Lake Oswego"", ""78"");","routeLookup.put(""78"", ""78-Beaverton/Lake Oswego"");"
79,79,Clackamas/Oregon City,7900,79-Clackamas/Oregon City,<item>79-Clackamas/Oregon City</item>,"routeLookup.put(""79-Clackamas/Oregon City"", ""79"");","routeLookup.put(""79"", ""79-Clackamas/Oregon City"");"
80,80,Kane/Troutdale Rd,8000,80-Kane/Troutdale Rd,<item>80-Kane/Troutdale Rd</item>,"routeLookup.put(""80-Kane/Troutdale Rd"", ""80"");","routeLookup.put(""80"", ""80-Kane/Troutdale Rd"");"
81,81,Kane/257th,8100,81-Kane/257th,<item>81-Kane/257th</item>,"routeLookup.put(""81-Kane/257th"", ""81"");","routeLookup.put(""81"", ""81-Kane/257th"");"
84,84,Powell Valley/Orient Dr,8400,84-Powell Valley/Orient Dr,<item>84-Powell Valley/Orient Dr</item>,"routeLookup.put(""84-Powell Valley/Orient Dr"", ""84"");","routeLookup.put(""84"", ""84-Powell Valley/Orient Dr"");"
85,85,Swan Island,8500,85-Swan Island,<item>85-Swan Island</item>,"routeLookup.put(""85-Swan Island"", ""85"");","routeLookup.put(""85"", ""85-Swan Island"");"
87,87,Airport Way/181st,8600,87-Airport Way/181st,<item>87-Airport Way/181st</item>,"routeLookup.put(""87-Airport Way/181st"", ""87"");","routeLookup.put(""87"", ""87-Airport Way/181st"");"
88,88,Hart/198th,8700,88-Hart/198th,<item>88-Hart/198th</item>,"routeLookup.put(""88-Hart/198th"", ""88"");","routeLookup.put(""88"", ""88-Hart/198th"");"
92,92,South Beaverton Express,8900,92-South Beaverton Express,<item>92-South Beaverton Express</item>,"routeLookup.put(""92-South Beaverton Express"", ""92"");","routeLookup.put(""92"", ""92-South Beaverton Express"");"
93,93,Tigard/Sherwood,9000,93-Tigard/Sherwood,<item>93-Tigard/Sherwood</item>,"routeLookup.put(""93-Tigard/Sherwood"", ""93"");","routeLookup.put(""93"", ""93-Tigard/Sherwood"");"
94,94,Pacific Hwy/Sherwood,9100,94-Pacific Hwy/Sherwood,<item>94-Pacific Hwy/Sherwood</item>,"routeLookup.put(""94-Pacific Hwy/Sherwood"", ""94"");","routeLookup.put(""94"", ""94-Pacific Hwy/Sherwood"");"
96,96,Tualatin/I-5,9200,96-Tualatin/I-5,<item>96-Tualatin/I-5</item>,"routeLookup.put(""96-Tualatin/I-5"", ""96"");","routeLookup.put(""96"", ""96-Tualatin/I-5"");"
99,99,McLoughlin Express,9300,99-McLoughlin Express,<item>99-McLoughlin Express</item>,"routeLookup.put(""99-McLoughlin Express"", ""99"");","routeLookup.put(""99"", ""99-McLoughlin Express"");"
152,152,Milwaukie,9400,152-Milwaukie,<item>152-Milwaukie</item>,"routeLookup.put(""152-Milwaukie"", ""152"");","routeLookup.put(""152"", ""152-Milwaukie"");"
154,154,Willamette,9500,154-Willamette,<item>154-Willamette</item>,"routeLookup.put(""154-Willamette"", ""154"");","routeLookup.put(""154"", ""154-Willamette"");"
155,155,Sunnyside,9600,155-Sunnyside,<item>155-Sunnyside</item>,"routeLookup.put(""155-Sunnyside"", ""155"");","routeLookup.put(""155"", ""155-Sunnyside"");"
156,156,Mather Rd,9700,156-Mather Rd,<item>156-Mather Rd</item>,"routeLookup.put(""156-Mather Rd"", ""156"");","routeLookup.put(""156"", ""156-Mather Rd"");"
999,,C-TRAN,,C-TRAN,<item>C-TRAN</item>,"routeLookup.put(""C-TRAN"", ""999"");","routeLookup.put(""999"", ""C-TRAN"");"
0,,Other,,Other,<item>Other</item>,"routeLookup.put(""Other"", ""0"");","routeLookup.put(""0"", ""Other"");"
